4.707580e-10 9.94e-01 6.35e-03
7.461012e-10 9.92e-01 7.80e-03
1.182491e-09 9.90e-01 9.98e-03
1.874121e-09 9.87e-01 1.26e-02
2.970282e-09 9.85e-01 1.55e-02
4.707580e-09 9.80e-01 1.98e-02
7.461012e-09 9.75e-01 2.50e-02
1.182491e-08 9.68e-01 3.19e-02
1.874121e-08 9.61e-01 3.90e-02
2.970282e-08 9.51e-01 4.92e-02
4.707580e-08 9.37e-01 6.27e-02
7.461012e-08 9.24e-01 7.60e-02
1.182491e-07 9.05e-01 9.55e-02
1.874121e-07 8.81e-01 1.19e-01
2.970282e-07 8.55e-01 1.45e-01
4.707580e-07 8.20e-01 1.80e-01
7.461012e-07 7.78e-01 2.22e-01
1.182491e-06 7.29e-01 2.71e-01
1.874121e-06 6.78e-01 3.22e-01
2.970282e-06 6.12e-01 3.88e-01
4.707580e-06 5.40e-01 4.60e-01
7.461012e-06 4.63e-01 5.37e-01
1.182491e-05 3.84e-01 6.16e-01
1.874121e-05 3.12e-01 6.88e-01
2.970282e-05 2.39e-01 7.61e-01
4.707580e-05 1.65e-01 8.35e-01
7.461012e-05 1.06e-01 8.94e-01
1.182491e-04 6.94e-02 9.31e-01
1.874121e-04 4.64e-02 9.54e-01
2.970282e-04 3.08e-02 9.69e-01
4.707580e-04 1.95e-02 9.81e-01
7.461012e-04 1.25e-02 9.88e-01
1.182491e-03 8.25e-03 9.92e-01
1.874121e-03 5.27e-03 9.95e-01
2.970282e-03 3.35e-03 9.97e-01
4.707580e-03 2.13e-03 9.98e-01
7.461012e-03 1.35e-03 9.99e-01
1.182491e-02 8.54e-04 9.99e-01
1.874121e-02 5.40e-04 9.99e-01
2.970282e-02 3.41e-04 1.00e+00
4.707580e-02 2.15e-04 1.00e+00
7.461012e-02 1.36e-04 1.00e+00
1.182491e-01 8.59e-05 1.00e+00
1.874121e-01 5.42e-05 1.00e+00
2.970282e-01 3.42e-05 1.00e+00
4.707580e-01 2.16e-05 1.00e+00
7.461012e-01 1.36e-05 1.00e+00
1.182491e+00 8.61e-06 1.00e+00
1.874121e+00 5.43e-06 1.00e+00
2.970282e+00 3.43e-06 1.00e+00
4.707580e+00 2.16e-06 1.00e+00
7.461012e+00 1.37e-06 1.00e+00
1.182491e+01 8.62e-07 1.00e+00
1.874121e+01 5.44e-07 1.00e+00
2.970282e+01 3.43e-07 1.00e+00
4.707580e+01 2.16e-07 1.00e+00
7.461012e+01 1.37e-07 1.00e+00
1.182491e+02 8.62e-08 1.00e+00
1.874121e+02 5.44e-08 1.00e+00
2.970282e+02 3.43e-08 1.00e+00
4.707580e+02 2.17e-08 1.00e+00
7.461012e+02 1.37e-08 1.00e+00
1.182491e+03 8.62e-09 1.00e+00
1.874121e+03 5.44e-09 1.00e+00
2.970282e+03 3.43e-09 1.00e+00
4.707580e+03 2.17e-09 1.00e+00
7.461012e+03 1.37e-09 1.00e+00
1.182491e+04 8.62e-10 1.00e+00
1.874121e+04 5.44e-10 1.00e+00
2.970282e+04 3.43e-10 1.00e+00
4.707580e+04 2.17e-10 1.00e+00
7.461012e+04 1.37e-10 1.00e+00
1.182491e+05 8.62e-11 1.00e+00
1.874121e+05 5.44e-11 1.00e+00
2.970282e+05 3.43e-11 1.00e+00
4.707580e+05 2.17e-11 1.00e+00
7.461012e+05 1.37e-11 1.00e+00
1.182491e+06 8.62e-12 1.00e+00
1.874121e+06 5.44e-12 1.00e+00
2.970282e+06 3.43e-12 1.00e+00
4.707580e+06 2.17e-12 1.00e+00
