2.970282e-02 7.79e-10 1.27e-05 7.74e-03 1.87e-01 2.63e-01 3.55e-01 1.80e-01 7.00e-03 6.19e-05
4.707580e-02 8.70e-11 2.25e-06 2.16e-03 8.30e-02 1.84e-01 3.94e-01 3.17e-01 1.95e-02 2.73e-04
7.461012e-02 7.97e-12 3.26e-07 4.97e-04 3.02e-02 1.06e-01 3.59e-01 4.58e-01 4.46e-02 9.89e-04
1.182491e-01 6.24e-13 4.04e-08 9.78e-05 9.41e-03 5.24e-02 2.81e-01 5.67e-01 8.75e-02 3.07e-03
1.874121e-01 4.32e-14 4.44e-09 1.70e-05 2.59e-03 2.29e-02 1.94e-01 6.20e-01 1.52e-01 8.43e-03
2.970282e-01 2.69e-15 4.38e-10 2.66e-06 6.42e-04 8.98e-03 1.21e-01 6.12e-01 2.37e-01 2.09e-02
4.707580e-01 1.52e-16 3.92e-11 3.77e-07 1.44e-04 3.20e-03 6.81e-02 5.46e-01 3.35e-01 4.68e-02
7.461012e-01 7.76e-18 3.17e-12 4.82e-08 2.92e-05 1.03e-03 3.47e-02 4.41e-01 4.29e-01 9.48e-02
1.182491e+00 3.55e-19 2.30e-13 5.54e-09 5.33e-06 2.96e-04 1.58e-02 3.19e-01 4.92e-01 1.72e-01
1.874121e+00 1.46e-20 1.49e-14 5.70e-10 8.68e-07 7.65e-05 6.49e-03 2.07e-01 5.06e-01 2.81e-01
2.970282e+00 5.36e-22 8.70e-16 5.27e-11 1.27e-07 1.78e-05 2.38e-03 1.21e-01 4.67e-01 4.10e-01
4.707580e+00 1.79e-23 4.60e-17 4.42e-12 1.69e-08 3.74e-06 7.95e-04 6.37e-02 3.91e-01 5.45e-01
7.461012e+00 1.18e-24 2.25e-18 3.42e-13 2.07e-09 7.26e-07 2.45e-04 3.11e-02 3.02e-01 6.67e-01
1.182491e+01 1.18e-24 1.03e-19 2.48e-14 2.38e-10 1.32e-07 7.07e-05 1.42e-02 2.19e-01 7.67e-01
1.874121e+01 1.18e-24 4.51e-21 1.72e-15 2.62e-11 2.30e-08 1.95e-05 6.22e-03 1.52e-01 8.42e-01
2.970282e+01 1.18e-24 1.91e-22 1.16e-16 2.78e-12 3.89e-09 5.21e-06 2.64e-03 1.02e-01 8.95e-01
4.707580e+01 1.18e-24 7.91e-24 7.59e-18 2.90e-13 6.41e-10 1.36e-06 1.09e-03 6.69e-02 9.32e-01
7.461012e+01 1.18e-24 1.18e-24 4.92e-19 2.98e-14 1.04e-10 3.51e-07 4.46e-04 4.33e-02 9.56e-01
1.182491e+02 1.18e-24 1.18e-24 3.15e-20 3.03e-15 1.68e-11 8.98e-08 1.81e-04 2.78e-02 9.72e-01
1.874121e+02 1.18e-24 1.18e-24 2.01e-21 3.06e-16 2.69e-12 2.28e-08 7.26e-05 1.77e-02 9.82e-01
2.970282e+02 1.18e-24 1.18e-24 1.28e-22 3.08e-17 4.30e-13 5.76e-09 2.91e-05 1.13e-02 9.89e-01
4.707580e+02 1.18e-24 1.18e-24 8.10e-24 3.09e-18 6.84e-14 1.45e-09 1.16e-05 7.13e-03 9.93e-01
7.461012e+02 1.18e-24 1.18e-24 1.18e-24 3.10e-19 1.09e-14 3.66e-10 4.65e-06 4.51e-03 9.95e-01
1.182491e+03 1.18e-24 1.18e-24 1.18e-24 3.11e-20 1.73e-15 9.21e-11 1.85e-06 2.85e-03 9.97e-01
1.874121e+03 1.18e-24 1.18e-24 1.18e-24 3.11e-21 2.74e-16 2.32e-11 7.38e-07 1.80e-03 9.98e-01
2.970282e+03 1.18e-24 1.18e-24 1.18e-24 3.11e-22 4.34e-17 5.82e-12 2.94e-07 1.14e-03 9.99e-01
4.707580e+03 1.18e-24 1.18e-24 1.18e-24 3.11e-23 6.88e-18 1.46e-12 1.17e-07 7.18e-04 9.99e-01
7.461012e+03 1.18e-24 1.18e-24 1.18e-24 3.11e-24 1.09e-18 3.68e-13 4.67e-08 4.53e-04 1.00e+00
1.182491e+04 1.18e-24 1.18e-24 1.18e-24 1.18e-24 1.73e-19 9.24e-14 1.86e-08 2.86e-04 1.00e+00
1.874121e+04 1.18e-24 1.18e-24 1.18e-24 1.18e-24 2.74e-20 2.32e-14 7.40e-09 1.80e-04 1.00e+00
2.970282e+04 1.18e-24 1.18e-24 1.18e-24 1.18e-24 4.35e-21 5.83e-15 2.94e-09 1.14e-04 1.00e+00
4.707580e+04 1.18e-24 1.18e-24 1.18e-24 1.18e-24 6.89e-22 1.46e-15 1.17e-09 7.18e-05 1.00e+00
7.461012e+04 1.18e-24 1.18e-24 1.18e-24 1.18e-24 1.09e-22 3.68e-16 4.67e-10 4.53e-05 1.00e+00
1.182491e+05 1.18e-24 1.18e-24 1.18e-24 1.18e-24 1.73e-23 9.24e-17 1.86e-10 2.86e-05 1.00e+00
1.874121e+05 1.18e-24 1.18e-24 1.18e-24 1.18e-24 2.74e-24 2.32e-17 7.40e-11 1.80e-05 1.00e+00
2.970282e+05 1.18e-24 1.18e-24 1.18e-24 1.18e-24 1.18e-24 5.83e-18 2.94e-11 1.14e-05 1.00e+00
4.707580e+05 1.18e-24 1.18e-24 1.18e-24 1.18e-24 1.18e-24 1.46e-18 1.17e-11 7.18e-06 1.00e+00
7.461012e+05 1.18e-24 1.18e-24 1.18e-24 1.18e-24 1.18e-24 3.68e-19 4.67e-12 4.53e-06 1.00e+00
1.182491e+06 1.18e-24 1.18e-24 1.18e-24 1.18e-24 1.18e-24 9.24e-20 1.86e-12 2.86e-06 1.00e+00
1.874121e+06 1.18e-24 1.18e-24 1.18e-24 1.18e-24 1.18e-24 2.32e-20 7.40e-13 1.80e-06 1.00e+00
2.970282e+06 1.18e-24 1.18e-24 1.18e-24 1.18e-24 1.18e-24 5.83e-21 2.95e-13 1.14e-06 1.00e+00
4.707580e+06 1.18e-24 1.18e-24 1.18e-24 1.18e-24 1.18e-24 1.46e-21 1.17e-13 7.18e-07 1.00e+00
