4.707580e-10 9.96e-01 3.75e-03 3.38e-07
7.461012e-10 9.95e-01 4.63e-03 5.12e-07
1.182491e-09 9.94e-01 5.93e-03 8.42e-07
1.874121e-09 9.92e-01 7.53e-03 1.36e-06
2.970282e-09 9.91e-01 9.27e-03 2.06e-06
4.707580e-09 9.88e-01 1.19e-02 3.39e-06
7.461012e-09 9.85e-01 1.51e-02 5.47e-06
1.182491e-08 9.81e-01 1.94e-02 9.01e-06
1.874121e-08 9.76e-01 2.38e-02 1.36e-05
2.970282e-08 9.70e-01 3.02e-02 2.21e-05
4.707580e-08 9.61e-01 3.88e-02 3.66e-05
7.461012e-08 9.53e-01 4.74e-02 5.50e-05
1.182491e-07 9.40e-01 6.02e-02 8.96e-05
1.874121e-07 9.24e-01 7.59e-02 1.45e-04
2.970282e-07 9.06e-01 9.35e-02 2.23e-04
4.707580e-07 8.81e-01 1.18e-01 3.66e-04
7.461012e-07 8.51e-01 1.49e-01 5.97e-04
1.182491e-06 8.14e-01 1.85e-01 9.72e-04
1.874121e-06 7.73e-01 2.26e-01 1.51e-03
2.970282e-06 7.18e-01 2.80e-01 2.50e-03
4.707580e-06 6.53e-01 3.43e-01 4.11e-03
7.461012e-06 5.79e-01 4.14e-01 6.76e-03
1.182491e-05 5.05e-01 4.84e-01 1.06e-02
1.874121e-05 4.16e-01 5.67e-01 1.76e-02
2.970282e-05 3.26e-01 6.45e-01 2.90e-02
4.707580e-05 2.29e-01 7.20e-01 5.11e-02
7.461012e-05 1.45e-01 7.65e-01 9.07e-02
1.182491e-04 9.14e-02 7.65e-01 1.44e-01
1.874121e-04 5.73e-02 7.35e-01 2.08e-01
2.970282e-04 3.33e-02 6.67e-01 3.00e-01
4.707580e-04 1.83e-02 5.76e-01 4.06e-01
7.461012e-04 9.52e-03 4.70e-01 5.20e-01
1.182491e-03 5.08e-03 3.75e-01 6.20e-01
1.874121e-03 2.32e-03 2.74e-01 7.24e-01
2.970282e-03 1.04e-03 1.94e-01 8.05e-01
4.707580e-03 4.51e-04 1.32e-01 8.67e-01
7.461012e-03 1.90e-04 8.80e-02 9.12e-01
1.182491e-02 7.87e-05 5.75e-02 9.42e-01
1.874121e-02 3.21e-05 3.71e-02 9.63e-01
2.970282e-02 1.30e-05 2.38e-02 9.76e-01
4.707580e-02 5.23e-06 1.52e-02 9.85e-01
7.461012e-02 2.10e-06 9.63e-03 9.90e-01
1.182491e-01 8.38e-07 6.10e-03 9.94e-01
1.874121e-01 3.35e-07 3.86e-03 9.96e-01
2.970282e-01 1.34e-07 2.44e-03 9.98e-01
4.707580e-01 5.33e-08 1.54e-03 9.98e-01
7.461012e-01 2.12e-08 9.73e-04 9.99e-01
1.182491e+00 8.46e-09 6.14e-04 9.99e-01
1.874121e+00 3.37e-09 3.88e-04 1.00e+00
2.970282e+00 1.34e-09 2.45e-04 1.00e+00
4.707580e+00 5.35e-10 1.54e-04 1.00e+00
7.461012e+00 2.13e-10 9.75e-05 1.00e+00
1.182491e+01 8.48e-11 6.15e-05 1.00e+00
1.874121e+01 3.38e-11 3.88e-05 1.00e+00
2.970282e+01 1.34e-11 2.45e-05 1.00e+00
4.707580e+01 5.36e-12 1.55e-05 1.00e+00
7.461012e+01 2.13e-12 9.76e-06 1.00e+00
1.182491e+02 8.49e-13 6.16e-06 1.00e+00
1.874121e+02 3.38e-13 3.88e-06 1.00e+00
2.970282e+02 1.35e-13 2.45e-06 1.00e+00
4.707580e+02 5.36e-14 1.55e-06 1.00e+00
7.461012e+02 2.13e-14 9.76e-07 1.00e+00
1.182491e+03 8.49e-15 6.16e-07 1.00e+00
1.874121e+03 3.38e-15 3.88e-07 1.00e+00
2.970282e+03 1.35e-15 2.45e-07 1.00e+00
4.707580e+03 5.36e-16 1.55e-07 1.00e+00
7.461012e+03 2.13e-16 9.76e-08 1.00e+00
1.182491e+04 8.49e-17 6.16e-08 1.00e+00
1.874121e+04 3.38e-17 3.88e-08 1.00e+00
2.970282e+04 1.35e-17 2.45e-08 1.00e+00
4.707580e+04 5.36e-18 1.55e-08 1.00e+00
7.461012e+04 2.13e-18 9.76e-09 1.00e+00
1.182491e+05 8.49e-19 6.16e-09 1.00e+00
1.874121e+05 3.38e-19 3.88e-09 1.00e+00
2.970282e+05 1.35e-19 2.45e-09 1.00e+00
4.707580e+05 5.36e-20 1.55e-09 1.00e+00
7.461012e+05 2.13e-20 9.76e-10 1.00e+00
1.182491e+06 8.49e-21 6.16e-10 1.00e+00
1.874121e+06 3.38e-21 3.88e-10 1.00e+00
2.970282e+06 1.35e-21 2.45e-10 1.00e+00
4.707580e+06 5.36e-22 1.55e-10 1.00e+00
